0.39	1	1	1	1
0.19	0.9923333	0.9706667	0.9006667	0.7763333
0.22	0.999	0.994	0.9703333	0.921
0.44	1	1	1	1
0.41	1	1	1	1
0.35	1	1	1	1
0.28	1	1	1	0.998
0.4	1	1	1	1
0.31	1	1	1	1
0.12	0.726	0.4903333	0.2966667	0.162
0.46	1	1	1	1
0.07	0.2546667	0.1076667	0.038	0.01333333
0.15	0.9173333	0.775	0.5886667	0.406
0.2	0.9966667	0.982	0.9353333	0.834
0.1	0.5476667	0.3053333	0.149	0.06333333
0.36	1	1	1	1
0.37	1	1	1	1
0.3	1	1	1	1
0.11	0.6503333	0.4063333	0.227	0.1096667
0.42	1	1	1	1
0.24	1	0.9993333	0.9936667	0.9733333
0.38	1	1	1	1
0.5	1	1	1	1
0.08	0.33	0.1553333	0.057	0.01766667
0.43	1	1	1	1
0.26	1	1	0.9986667	0.993
0.32	1	1	1	1
0.06	0.172	0.05766667	0.01566667	0.003
0.25	1	0.9993333	0.9966667	0.9886667
0.16	0.944	0.8426667	0.6906667	0.496
0.13	0.8093333	0.6026667	0.3946667	0.2196667
0.09	0.4323333	0.2103333	0.09266667	0.03866667
0.17	0.966	0.8876667	0.7566667	0.5813333
0.14	0.8656667	0.6973333	0.507	0.312
0.23	1	0.9966667	0.989	0.9543333
0.48	1	1	1	1
0.21	0.9993333	0.9886667	0.955	0.8906667
0.18	0.9826667	0.933	0.8323333	0.6763333
0.47	1	1	1	1
0.49	1	1	1	1
0.45	1	1	1	1
0.34	1	1	1	1
0.29	1	1	1	0.9976667
0.27	1	1	0.9996667	0.9943333
0.33	1	1	1	1
0.05	0.1136667	0.04133333	0.01266667	0.003333333
