0.41	1	1	1	1
0.32	1	0.9996667	0.9953333	0.9826667
0.24	0.992	0.957	0.8636667	0.712
0.5	1	1	1	1
0.26	0.9983333	0.988	0.9386667	0.831
0.15	0.734	0.4933333	0.2723333	0.1346667
0.17	0.849	0.646	0.4146667	0.2253333
0.49	1	1	1	1
0.22	0.9766667	0.9076667	0.786	0.5946667
0.31	1	0.9993333	0.9946667	0.974
0.34	1	0.9996667	0.9986667	0.9933333
0.43	1	1	1	1
0.45	1	1	1	1
0.23	0.986	0.94	0.8313333	0.6643333
0.19	0.929	0.791	0.5893333	0.3723333
0.46	1	1	1	1
0.1	0.319	0.1363333	0.04866667	0.016
0.28	1	0.995	0.9716667	0.9063333
0.42	1	1	1	0.9996667
0.36	1	1	0.9993333	0.997
0.05	0.07133333	0.017	0.004666667	0.0003333333
0.35	1	1	0.9996667	0.995
0.18	0.8936667	0.721	0.5103333	0.3096667
0.09	0.2766667	0.113	0.03533333	0.01
0.21	0.9713333	0.8826667	0.7196667	0.5183333
0.16	0.8143333	0.5863333	0.3566667	0.186
0.12	0.4913333	0.263	0.122	0.04766667
0.38	1	1	1	0.9986667
0.27	0.999	0.9926667	0.964	0.8896667
0.39	1	1	1	0.9996667
0.47	1	1	1	1
0.11	0.4233333	0.2043333	0.07433333	0.025
0.14	0.6743333	0.4286667	0.217	0.1006667
0.07	0.1463333	0.04833333	0.014	0.004666667
0.48	1	1	1	1
0.06	0.1096667	0.03266667	0.007666667	0.001333333
0.29	0.9996667	0.9986667	0.9843333	0.945
0.2	0.945	0.832	0.657	0.4506667
0.4	1	1	1	0.9996667
0.44	1	1	1	1
0.08	0.206	0.075	0.02566667	0.005333333
0.25	0.9956667	0.972	0.903	0.767
0.33	1	1	0.997	0.989
0.13	0.572	0.331	0.1596667	0.06266667
0.3	0.999	0.996	0.986	0.9553333
0.37	1	1	1	0.9976667
