0.12	0.1216667	0.02933333	0.006	0.0006666667
0.11	0.094	0.02366667	0.004	0.0003333333
0.13	0.146	0.04533333	0.01166667	0.002333333
0.145	0.195	0.06366667	0.01633333	0.002333333
0.135	0.1633333	0.04166667	0.01133333	0.003
0.105	0.1013333	0.024	0.006	0.001666667
0.1	0.07366667	0.01533333	0.003	0.0006666667
0.14	0.1786667	0.05233333	0.01566667	0.003
0.125	0.13	0.03366667	0.008333333	0.002666667
0.115	0.1116667	0.028	0.005	0.001
0.17	0.273	0.09766667	0.03433333	0.01033333
0.19	0.3606667	0.147	0.05433333	0.01666667
0.165	0.275	0.09533333	0.02666667	0.007
0.16	0.2306667	0.07333333	0.02366667	0.005666667
0.185	0.3493333	0.1426667	0.04333333	0.01233333
0.155	0.2153333	0.06466667	0.02133333	0.005
0.18	0.3393333	0.127	0.048	0.015
0.15	0.2096667	0.06733333	0.021	0.004666667
0.195	0.393	0.1646667	0.063	0.019
0.175	0.3026667	0.106	0.03133333	0.007333333
0.22	0.5153333	0.2543333	0.1033333	0.035
0.23	0.5696667	0.295	0.131	0.04833333
0.235	0.5826667	0.314	0.1503333	0.05666667
0.2	0.4093333	0.1706667	0.06133333	0.021
0.215	0.476	0.2183333	0.09466667	0.03433333
0.205	0.4526667	0.1893333	0.07533333	0.02133333
0.245	0.621	0.3533333	0.163	0.06666667
0.225	0.5403333	0.2816667	0.1366667	0.04833333
0.24	0.622	0.3326667	0.165	0.07166667
0.21	0.454	0.2236667	0.08933333	0.031
0.295	0.8356667	0.5996667	0.366	0.2003333
0.25	0.6676667	0.3953333	0.2013333	0.088
0.285	0.79	0.5433333	0.3266667	0.1616667
0.255	0.6733333	0.394	0.2026667	0.092
0.275	0.7726667	0.5133333	0.2926667	0.14
0.27	0.738	0.4706667	0.254	0.1303333
0.28	0.7836667	0.5146667	0.3113333	0.1486667
0.265	0.726	0.4553333	0.2413333	0.1116667
0.29	0.8103333	0.5596667	0.3313333	0.1763333
0.26	0.6946667	0.4326667	0.227	0.106
0.31	0.866	0.66	0.4423333	0.2526667
0.325	0.9	0.7353333	0.5133333	0.3113333
0.33	0.918	0.7516667	0.5433333	0.3323333
0.305	0.8556667	0.648	0.4206667	0.241
0.32	0.8973333	0.7033333	0.4843333	0.292
0.335	0.9246667	0.7686667	0.5673333	0.3623333
0.315	0.887	0.675	0.4543333	0.267
0.345	0.942	0.8113333	0.6086667	0.4053333
0.34	0.9303333	0.786	0.5766667	0.371
0.3	0.8426667	0.6203333	0.3906667	0.212
0.355	0.9593333	0.8506667	0.6636667	0.4546667
0.385	0.982	0.906	0.779	0.5926667
0.39	0.9836667	0.9246667	0.7926667	0.6136667
0.37	0.9703333	0.8756667	0.724	0.5303333
0.36	0.9623333	0.8493333	0.6806667	0.4846667
0.395	0.989	0.937	0.81	0.637
0.35	0.948	0.8183333	0.636	0.431
0.375	0.9733333	0.8953333	0.7523333	0.558
0.365	0.9716667	0.878	0.714	0.505
0.38	0.9776667	0.9106667	0.7713333	0.5886667
0.415	0.9933333	0.959	0.868	0.7206667
0.435	0.9963333	0.9716667	0.9136667	0.7993333
0.425	0.996	0.9646667	0.9013333	0.7803333
0.44	0.9983333	0.9813333	0.931	0.816
0.43	0.9966667	0.9733333	0.9016667	0.7803333
0.41	0.9896667	0.9446667	0.859	0.7093333
0.4	0.9856667	0.9426667	0.8353333	0.6736667
0.42	0.9916667	0.9566667	0.8833333	0.755
0.445	0.9966667	0.983	0.932	0.832
0.405	0.9876667	0.9496667	0.848	0.6906667
0.46	0.9986667	0.9886667	0.9543333	0.88
0.48	0.9996667	0.994	0.9746667	0.9206667
0.465	0.9996667	0.993	0.9606667	0.8823333
0.47	0.9986667	0.9933333	0.9656667	0.9053333
0.45	0.998	0.9846667	0.9386667	0.85
0.475	0.9993333	0.993	0.9686667	0.91
0.455	0.9973333	0.9873333	0.9526667	0.8653333
0.495	1	0.9966667	0.9806667	0.9416667
0.49	0.9993333	0.9943333	0.98	0.931
0.485	0.9996667	0.9953333	0.9776667	0.9343333
0.5	0.9996667	0.9983333	0.987	0.9566667
