0.105	0.065	0.01433333	0.002666667	0.0003333333
0.17	0.218	0.06866667	0.02033333	0.006333333
0.125	0.09366667	0.024	0.004	0.001
0.19	0.2833333	0.11	0.03466667	0.01
0.185	0.2556667	0.09966667	0.033	0.01166667
0.195	0.2903333	0.109	0.03333333	0.009666667
0.14	0.127	0.037	0.008666667	0.002333333
0.155	0.1686667	0.05133333	0.01333333	0.003666667
0.175	0.2226667	0.08133333	0.02133333	0.006666667
0.11	0.06833333	0.01766667	0.003666667	0.0003333333
0.145	0.1313333	0.03733333	0.008	0.002333333
0.13	0.1053333	0.02766667	0.005333333	0.001666667
0.115	0.082	0.021	0.005	0.0003333333
0.135	0.1096667	0.029	0.006666667	0.001
0.1	0.05933333	0.011	0.001	0
0.165	0.1953333	0.06433333	0.01633333	0.003333333
0.18	0.2593333	0.089	0.02566667	0.006
0.16	0.1843333	0.05566667	0.01366667	0.003666667
0.12	0.07933333	0.016	0.005333333	0.0006666667
0.15	0.1606667	0.041	0.01133333	0.003666667
0.38	0.9436667	0.8096667	0.6096667	0.3996667
0.37	0.9303333	0.7793333	0.5753333	0.366
0.355	0.9046667	0.7316667	0.497	0.3003333
0.2	0.3303333	0.1236667	0.037	0.011
0.335	0.866	0.6396667	0.409	0.221
0.31	0.7856667	0.5383333	0.3116667	0.15
0.225	0.4336667	0.203	0.08433333	0.023
0.265	0.6063333	0.3393333	0.155	0.06233333
0.25	0.5406667	0.2906667	0.1286667	0.04466667
0.26	0.594	0.3126667	0.1346667	0.05433333
0.305	0.767	0.5133333	0.2803333	0.1353333
0.255	0.564	0.309	0.13	0.04966667
0.315	0.8086667	0.5646667	0.3323333	0.1616667
0.28	0.6663333	0.3983333	0.202	0.08266667
0.235	0.472	0.2273333	0.09233333	0.02933333
0.29	0.7013333	0.4463333	0.2286667	0.1003333
0.215	0.3806667	0.1686667	0.06066667	0.01933333
0.385	0.949	0.829	0.6393333	0.4266667
0.285	0.676	0.413	0.206	0.08833333
0.32	0.809	0.5796667	0.3423333	0.1766667
0.21	0.367	0.1506667	0.05066667	0.01466667
0.34	0.87	0.679	0.4393333	0.2373333
0.39	0.9596667	0.8513333	0.6683333	0.457
0.22	0.402	0.175	0.06533333	0.01966667
0.3	0.7316667	0.4753333	0.2683333	0.124
0.24	0.495	0.2403333	0.092	0.03333333
0.23	0.466	0.2213333	0.08733333	0.03266667
0.36	0.91	0.738	0.5283333	0.322
0.295	0.7303333	0.4463333	0.24	0.1073333
0.27	0.6363333	0.357	0.161	0.06633333
0.275	0.6443333	0.3716667	0.1816667	0.07433333
0.245	0.533	0.2776667	0.1106667	0.03866667
0.205	0.3566667	0.143	0.04466667	0.01066667
0.33	0.848	0.6203333	0.3883333	0.209
0.325	0.836	0.598	0.3616667	0.187
0.35	0.8963333	0.7136667	0.4926667	0.2846667
0.375	0.9306667	0.791	0.582	0.372
0.395	0.959	0.8453333	0.6716667	0.4653333
0.365	0.9216667	0.7753333	0.553	0.3343333
0.345	0.8776667	0.691	0.4616667	0.2636667
0.48	0.9966667	0.9823333	0.9253333	0.8056667
0.455	0.9933333	0.9643333	0.8786667	0.7253333
0.445	0.9866667	0.95	0.855	0.693
0.49	0.997	0.9823333	0.9336667	0.832
0.42	0.9806667	0.9023333	0.7593333	0.558
0.45	0.991	0.9573333	0.8613333	0.692
0.425	0.982	0.9213333	0.7916667	0.6106667
0.43	0.986	0.933	0.8093333	0.6256667
0.5	0.9986667	0.987	0.9453333	0.86
0.415	0.9816667	0.9116667	0.7676667	0.567
0.475	0.998	0.9793333	0.9223333	0.7883333
0.41	0.975	0.895	0.7286667	0.5196667
0.435	0.986	0.939	0.821	0.6623333
0.405	0.9726667	0.8823333	0.7313333	0.514
0.4	0.9706667	0.874	0.702	0.495
0.465	0.9956667	0.968	0.8976667	0.7606667
0.44	0.9916667	0.948	0.8343333	0.658
0.47	0.9953333	0.972	0.8966667	0.7756667
0.46	0.996	0.968	0.8876667	0.7453333
0.485	0.9986667	0.9806667	0.93	0.836
0.495	0.9986667	0.9856667	0.9413333	0.8353333
